Title,ESG_Company_Related,Sentiment,label
Celebrating Cultural Diversity: Nissan Foundation Kicks off 2022 Grant Cycle,yes,positive,3
Peace accord in Colombia has increased deforestation of biologically-diverse rainforest,no,not_esg,0
SeaBird Exploration: Green Energy Group ( SeaBird Exploration Plc) – Update on potential subsequent offering,yes,neutral,2
"FB INVESTOR ALERT: ROSEN, A TOP RANKED LAW FIRM, Encourages Facebook, Inc. Investors with Losses to Inquire About Class Action Investigation – FB",yes,negative,1
"Orocobre: reports no injuries, only minor damage from earthquake near Naraha plant",yes,neutral,2
"Recover Losses: Ademi LLP Investigates Claims of Securities Fraud against Zymergen, Inc.",yes,negative,1
Blink Charging: to Participate in Electric Vehicle Webinar Presented by Maxim Group LLC and M-Vest,yes,neutral,2
"EQUITY ALERT: Rosen Law Firm Files Securities Class Action Lawsuit Against TMC the metals company Inc. f/k/a Sustainable Opportunities Acquisition Corp. – TMC, TMCWW, SOAC, SOAC.U, SOACWS",yes,negative,1
Clean Energy to Report Third Quarter 2020 Financial Results on November 5; Conference Call To Follow at 1:30 p.m. PST,yes,neutral,2
PepsiCo to switch to fully recycled plastic bottles across nine European nations,yes,positive,3
"BMC INVESTOR ALERT by the Former Attorney General of Louisiana: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of BMC Stock Holdings, Inc. - BMCH",yes,negative,1
Beauty store Clicks raided by protesters over ‘ racist’ hair advert,yes,negative,1
TransAlta Renewables: Announces Pricing of AUD $ 800 Million Secured Financing of South Hedland Combined Cycle Gas Assets,yes,neutral,2
Lego-like assembly of zeolitic membranes improves carbon capture -- ScienceDaily,no,not_esg,0
"Whether the FDA approves a COVID-19 booster shot or not, Pfizer and Moderna have already made their money",yes,neutral,2
One Oil Company's Rocky Path to Renewable Energy,yes,neutral,2
McDonald’ s Announced A List Of New Company Values To Help Address Racism And Discrimination,yes,negative,1
Renewable Energy: Hires R. Craig Bealmear as Chief Financial Officer,yes,neutral,2
"Glancy Prongay & Murray LLP, a Leading Securities Fraud Law Firm, Announces the Filing of a Securities Class Action on Behalf of Spectrum Pharmaceuticals, Inc. ( SPPI) Investors",yes,negative,1
U.S. Treasury's Yellen touts infrastructure bill as reducing economic inequality,no,not_esg,0
Facebook: bans U.S. ads that call voting fraud widespread or election invalid,yes,negative,1
"MoneyGram International: ROSEN, A TOP RANKED LAW FIRM, Encourages MoneyGram International, Inc. Investors with Losses in Excess of $ 100K to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - MGI",yes,negative,1
Portland General Electric: Service restoration underway for PGE customers impacted by historic windstorm,yes,neutral,2
International Business Machines: IBM Says Its Carbon Capture Research Will Help Meet Its 2030 Net-Zero Goal,yes,positive,3
Bounty programs: Ineffective in the war on money laundering,no,not_esg,0
Bank of Ireland: announces range of initiatives to promote greater ethnic diversity,yes,positive,3
German prosecutors probe Wirecard for money laundering,yes,negative,1
How to Detect and Protect Against One-Ring “ Wangiri ” Fraud,no,not_esg,0
"New Microsoft solar project shows climate, racial equity are connected",yes,positive,3
Judge Rules Against Hawaii County In Water Pollution Battle,no,not_esg,0
Amazon Takes the Title of Largest Corporate Renewable Energy Buyer in U.S.,yes,positive,3
Food Brands Are Finally Changing Their Racist Mascots—But Is It Enough?,yes,neutral,2
TotalEnergies executive says gocus will be on low-carbon LNG,yes,positive,3
Exporting Pollution: Strict Environmental Laws “ Push ” Firms to Pollute Elsewhere,no,negative,1
Seafood investor Ferd buys into oceans-related ESG fund,yes,positive,3
HCL Technologies: California Court Denies Class Certification In Reverse Discrimination Case Brought By Job Candidates,yes,neutral,2
Abbott Says Xience Stent Gets FDA Approval For One-Month DAPT,yes,positive,3
Alibaba Posts First Loss Since Going Public After Antitrust Fine -- 2nd Update,yes,negative,1
Why income inequality is growing at fastest rate among Asian Americans,no,not_esg,0
Fortnite maker sues Apple for monopoly abuse after being kicked off App Store,yes,negative,1
NY Constitutional Right To Clean Air Passes By A Wide Margin,no,not_esg,0
Bank of Ireland: announces range of initiatives to promote greater ethnic diversity,yes,positive,3
Media Advisory - Government of Canada to make announcement related to significant investment in affordable housing in Ottawa,no,not_esg,0
"Kessler Topaz Meltzer & Check, LLP: Securities Fraud Class Action Filed Against Ideanomics, Inc. - IDEX",yes,negative,1
Centrica: 17 Dec 2020 Hive launches new service to improve energy efficiency Company,yes,positive,3
3 Electric Vehicle ETFs To Floor It With,no,not_esg,0
Investor Alert: Kaplan Fox Investigates Peabody Energy Corporation For Potential Securities Fraud,yes,negative,1
Santa Barbara Clean Energy se Lanza el 1 de Octubre - The Santa Barbara Independent,no,not_esg,0
"KRMD CLASS ACTION NOTICE: Glancy Prongay & Murray LLP Files Securities Fraud Lawsuit Against Repro Med Systems, Inc. d/b/a KORU Medical Systems",yes,negative,1
Jerry McNerney: Rep. McNerney Introduces Legislation to Promote Renewable Energy Use,no,not_esg,0
One Oil Company's Rocky Path to Renewable Energy,yes,neutral,2
"Former Georgia deputy boasted to extremist group about beating Black man in custody, FBI says",no,not_esg,0
The rise of local low-carbon and renewable distributed energy solutions,no,not_esg,0
New Day For Diabetes Patients As FDA Approves First-Ever Interchangeable Biosimilar,yes,positive,3
Nortek technology used by CCAMLR to estimate krill biomass in Antarctic waters,yes,neutral,2
Volvo Unveils Its New Vehicle Made of Fossil-Free Steel,yes,positive,3
"Toxic metals can affect student health performance, say scientists",no,not_esg,0
